risk,rust_file,upstream_file,mapped_by_parity,rust_tokens,upstream_tokens,token_cosine,generic_token_cosine,identifier_jaccard,shared_identifiers,code_shingles,generic_code_shingles,comment_shingles,shared_string_literals,example_shared_strings
low,src/parabola.rs,inc/Minuit2/FCNAdapter.h,no,1005,157,0.6545,0.866,0.0,0,0,0,0,0,
low,src/linesearch.rs,inc/Minuit2/MnApplication.h,no,1652,532,0.6544,0.9016,0.0764,11,0,0,0,0,
low,src/minos/minos_error.rs,src/MnFcn.cxx,no,428,307,0.6544,0.8585,0.0,0,0,0,0,0,
low,src/user_covariance.rs,inc/Minuit2/SimplexParameters.h,no,560,246,0.6544,0.8752,0.0484,3,0,0,0,0,
low,src/gradient/initial.rs,inc/Math/WrappedFunction.h,no,466,420,0.6543,0.921,0.0,0,0,0,0,0,
low,src/hesse/gradient.rs,inc/Minuit2/MinimumError.h,no,646,566,0.6543,0.9146,0.0,0,0,0,0,0,
low,src/minimum/state.rs,inc/Minuit2/MnMatrix.h,no,350,8027,0.6543,0.8813,0.0136,2,0,0,0,0,
low,src/simplex/builder.rs,inc/Minuit2/MnApplication.h,no,1505,532,0.6543,0.9027,0.038,6,0,0,0,0,
low,src/migrad/minimizer.rs,src/ParametricFunction.cxx,no,466,180,0.6542,0.9491,0.0794,5,0,0,0,0,
low,src/migrad/seed.rs,src/MnParabolaFactory.cxx,no,1080,426,0.6542,0.9184,0.0,0,0,0,0,0,
low,src/parabola.rs,test/MnSim/GaussFcn2.h,no,1005,237,0.6542,0.8645,0.0,0,0,0,0,0,
low,src/parameter.rs,src/math/IOptions.cxx,no,1181,243,0.6542,0.9086,0.0714,5,0,0,0,0,
low,src/minimum/error.rs,inc/Minuit2/MnSimplex.h,no,639,166,0.6541,0.9068,0.0135,1,0,0,0,0,
low,src/minimum/state.rs,src/MnUserParameterState.cxx,no,350,3470,0.6541,0.8882,0.0588,8,0,0,0,0,
low,src/posdef.rs,inc/Math/WrappedFunction.h,no,926,420,0.6541,0.8479,0.0267,2,0,0,0,0,
low,src/minimum/state.rs,src/MnContours.cxx,no,350,3126,0.654,0.9114,0.0298,5,0,0,0,0,
low,src/minimum/state.rs,src/MnUserParameters.cxx,no,350,816,0.654,0.9232,0.0312,2,0,0,0,0,
low,src/simplex/minimizer.rs,inc/Minuit2/MinimumError.h,no,240,566,0.654,0.93,0.0,0,0,0,0,0,
low,src/simplex/minimizer.rs,test/MnSim/PaulTest4.cxx,no,240,1173,0.654,0.9424,0.0481,5,0,0,0,0,
low,src/migrad/minimizer.rs,inc/Math/FitMethodFunction.h,no,466,477,0.6539,0.923,0.0,0,0,0,0,0,
low,src/minos/minos_error.rs,inc/Minuit2/MinimumState.h,no,428,423,0.6539,0.8631,0.0149,1,0,0,0,0,
low,src/gradient/initial.rs,inc/Minuit2/FumiliStandardMaximumLikelihoodFCN.h,no,466,240,0.6538,0.9363,0.0,0,0,0,0,0,
low,src/posdef.rs,inc/Math/IFunction.h,no,926,741,0.6538,0.8308,0.0244,2,0,0,0,0,
low,src/user_parameter_state.rs,inc/Minuit2/FCNAdapter.h,no,1543,157,0.6538,0.9075,0.0089,1,0,0,0,0,
low,src/hesse/mod.rs,inc/Math/MinimizerOptions.h,no,874,571,0.6536,0.903,0.0307,5,0,0,0,0,
low,src/minimum/mod.rs,test/MnSim/GaussFcn.h,no,1360,223,0.6536,0.91,0.0152,2,0,0,0,0,
low,src/gradient/initial.rs,src/MnUserParameters.cxx,no,466,816,0.6534,0.9314,0.0449,4,0,0,0,0,
low,src/migrad/builder.rs,src/MPIProcess.cxx,no,1615,1640,0.6534,0.9205,0.0051,1,0,0,0,0,
low,src/transform/sqrt_low.rs,inc/Minuit2/SimplexParameters.h,no,455,246,0.6534,0.9382,0.0312,2,0,0,0,0,
low,src/hesse/calculator.rs,inc/Minuit2/MnParabola.h,no,1392,234,0.6533,0.8585,0.0167,2,0,0,0,0,
low,src/simplex/seed.rs,test/MnSim/ParallelTest.cxx,no,342,722,0.6533,0.9056,0.0202,2,0,0,0,0,
low,src/gradient/numerical.rs,inc/ROOT/span.hxx,no,1541,3534,0.6532,0.9113,0.0193,4,0,0,0,0,
low,src/simplex/seed.rs,test/testMinuit2.cxx,no,342,1071,0.6532,0.8704,0.0426,4,0,1,0,0,
low,src/user_parameter_state.rs,test/MnSim/GaussFcn2.h,no,1543,237,0.6532,0.9125,0.0083,1,0,0,0,0,
low,src/gradient/numerical.rs,inc/Math/IFunction.h,no,1541,741,0.6531,0.8526,0.041,5,0,0,0,0,
low,src/mn_fcn.rs,inc/Minuit2/MnMinimize.h,no,268,165,0.6531,0.9245,0.0417,2,0,0,0,0,
low,src/gradient/numerical.rs,inc/Minuit2/FumiliStandardMaximumLikelihoodFCN.h,no,1541,240,0.653,0.9264,0.0084,1,0,0,0,0,
low,src/migrad/mod.rs,src/MnSeedGenerator.cxx,no,648,1664,0.653,0.9099,0.0537,8,0,0,0,0,
low,src/posdef.rs,test/MnTutorial/Quad4FMain.cxx,no,926,228,0.653,0.8605,0.0152,1,0,0,0,0,
low,src/print.rs,inc/Minuit2/MnUserParameterState.h,no,323,835,0.653,0.8357,0.0882,9,0,0,0,0,
low,src/simplex/parameters.rs,test/testMinimizer.cxx,no,871,4977,0.653,0.8777,0.0229,5,0,0,0,0,
low,src/user_parameters.rs,inc/Math/FitMethodFunction.h,no,1781,477,0.653,0.8909,0.0144,2,0,0,0,0,
low,src/hesse/calculator.rs,src/SinParameterTransformation.cxx,no,1392,293,0.6529,0.8966,0.0154,2,0,0,0,0,
low,src/print.rs,test/MnTutorial/Quad4FMain.cxx,no,323,228,0.6529,0.8282,0.0612,3,0,0,0,0,
low,src/transform/sqrt_up.rs,inc/Minuit2/SimplexParameters.h,no,457,246,0.6528,0.9378,0.0312,2,0,0,0,0,
low,src/gradient/initial.rs,inc/Minuit2/MinimumSeed.h,no,466,243,0.6527,0.9062,0.1013,8,0,0,0,0,
low,src/hesse/mod.rs,test/testMinuit2.cxx,no,874,1071,0.6527,0.8688,0.0469,6,0,2,0,0,
low,src/minimum/mod.rs,inc/Minuit2/MnFcn.h,no,1360,254,0.6527,0.9015,0.0296,4,0,0,0,0,
low,src/simplex/parameters.rs,src/MnUserParameters.cxx,no,871,816,0.6527,0.8935,0.026,2,0,0,0,0,
low,src/user_parameters.rs,test/MnSim/GaussFcn.h,no,1781,223,0.6527,0.9055,0.0169,2,0,0,0,0,
low,src/strategy.rs,src/MnMachinePrecision.cxx,no,1865,165,0.6526,0.8422,0.0,0,0,0,0,0,
low,src/bin/ref_compare_runner.rs,inc/Minuit2/MinimumSeed.h,no,2668,243,0.6525,0.8879,0.0452,7,0,0,0,0,
low,src/bin/ref_compare_runner.rs,inc/Minuit2/SimplexParameters.h,no,2668,246,0.6525,0.9074,0.0252,4,0,0,0,0,
low,src/simplex/seed.rs,inc/Minuit2/Minuit2Minimizer.h,no,342,936,0.6525,0.9285,0.0176,3,0,0,0,0,
low,src/linesearch.rs,inc/Minuit2/FCNAdapter.h,no,1652,157,0.6524,0.9155,0.0179,2,0,0,0,0,
low,src/transform/sqrt_low.rs,inc/Minuit2/FumiliFCNBase.h,no,455,416,0.6524,0.9306,0.0476,3,0,0,0,0,
low,src/posdef.rs,inc/Minuit2/MnSimplex.h,no,926,166,0.6523,0.8487,0.0145,1,0,0,0,0,
low,src/fcn.rs,inc/Minuit2/SimplexParameters.h,no,744,246,0.6522,0.8738,0.0125,1,0,0,0,0,
low,src/hesse/calculator.rs,inc/Minuit2/FumiliFCNBase.h,no,1392,416,0.6522,0.9077,0.0147,2,0,0,0,0,
low,src/migrad/minimizer.rs,src/FumiliGradientCalculator.cxx,no,466,687,0.6522,0.9312,0.0698,6,0,0,0,0,
low,src/simplex/parameters.rs,test/MnSim/GaussFcn2.h,no,871,237,0.6522,0.8906,0.0,0,0,0,0,0,
low,src/minimum/mod.rs,inc/Minuit2/MnUserParameterState.h,no,1360,835,0.652,0.8896,0.1138,19,0,0,0,0,
low,src/parabola.rs,src/math/Minimizer.cxx,no,1005,808,0.652,0.8683,0.0098,1,0,0,0,0,
low,src/parameter.rs,src/MnFcn.cxx,no,1181,307,0.652,0.8776,0.012,1,0,0,0,0,
low,src/precision.rs,test/MnSim/GaussFcn.h,no,305,223,0.652,0.8828,0.0,0,0,0,0,0,
low,src/user_covariance.rs,src/math/GenAlgoOptions.cxx,no,560,355,0.652,0.8695,0.0137,1,0,0,0,0,
low,src/fcn.rs,inc/Minuit2/ContoursError.h,no,744,410,0.6519,0.8729,0.0,0,0,0,0,0,
low,src/migrad/minimizer.rs,test/MnSim/PaulTest4.cxx,no,466,1173,0.6519,0.9422,0.0364,4,0,0,0,0,
low,src/minimum/state.rs,inc/Minuit2/MinimumError.h,no,350,566,0.6519,0.909,0.0253,2,0,0,0,0,
low,src/mn_fcn.rs,src/MnApplication.cxx,no,268,1153,0.6519,0.9157,0.07,7,0,0,0,0,
low,src/simplex/builder.rs,inc/Minuit2/MnUserParameters.h,no,1505,495,0.6519,0.9113,0.0208,3,0,0,0,0,
low,src/user_parameters.rs,inc/Minuit2/MnParabola.h,no,1781,234,0.6519,0.862,0.0093,1,0,0,0,0,
low,src/fcn.rs,inc/Math/Functor.h,no,744,1241,0.6518,0.8745,0.0288,3,0,0,0,0,
low,src/python.rs,src/FumiliStandardChi2FCN.cxx,no,5223,495,0.6518,0.9102,0.0242,7,0,0,0,0,
low,src/user_transformation.rs,inc/Math/IFunction.h,no,2894,741,0.6518,0.8501,0.0128,2,0,0,0,0,
low,src/bin/ref_compare_runner.rs,test/MnSim/DemoFumili.cxx,no,2668,370,0.6517,0.8919,0.0559,9,0,0,0,0,
low,src/gradient/analytical.rs,inc/Minuit2/MnApplication.h,no,1312,532,0.6517,0.893,0.0769,11,0,0,0,0,
low,src/minos/function_cross.rs,inc/Minuit2/MnApplication.h,no,2284,532,0.6517,0.8948,0.0909,17,0,0,0,0,
low,src/simplex/builder.rs,inc/Minuit2/Minuit2Minimizer.h,no,1505,936,0.6517,0.9382,0.0179,4,0,0,0,0,
low,src/fcn.rs,src/MnFumiliMinimize.cxx,no,744,109,0.6516,0.8787,0.0147,1,0,0,0,0,
low,src/fcn.rs,test/testMinimizer.cxx,no,744,4977,0.6516,0.8647,0.0407,9,0,1,0,0,
low,src/user_parameters.rs,src/SinParameterTransformation.cxx,no,1781,293,0.6516,0.8895,0.0439,5,0,0,0,0,
low,src/fcn.rs,src/CombinedMinimumBuilder.cxx,no,744,223,0.6515,0.8724,0.013,1,0,0,0,0,
low,src/minos/mod.rs,src/math/Minimizer.cxx,no,912,808,0.6514,0.9255,0.0472,6,0,0,0,0,
low,src/user_parameters.rs,inc/Minuit2/MnFcn.h,no,1781,254,0.6514,0.8965,0.0331,4,0,0,0,0,
low,src/hesse/mod.rs,inc/Minuit2/FumiliStandardMaximumLikelihoodFCN.h,no,874,240,0.6513,0.9259,0.0,0,0,0,0,0,
low,src/migrad/builder.rs,inc/Minuit2/MnMigrad.h,no,1615,126,0.6513,0.9398,0.014,2,0,0,0,0,
low,src/parameter.rs,src/MnGlobalCorrelationCoeff.cxx,no,1181,165,0.6513,0.8949,0.0141,1,0,0,0,0,
low,src/transform/sin.rs,src/MnParabolaFactory.cxx,no,727,426,0.6513,0.9073,0.0145,1,0,0,0,0,
low,src/transform/sqrt_up.rs,inc/Minuit2/FumiliFCNBase.h,no,457,416,0.6513,0.93,0.0476,3,0,0,0,0,
low,src/contours/mod.rs,inc/Minuit2/FCNAdapter.h,no,1055,157,0.6512,0.9113,0.0202,2,0,0,0,0,
low,src/parabola.rs,src/MnUserParameters.cxx,no,1005,816,0.6512,0.865,0.0,0,0,0,0,0,
low,src/user_covariance.rs,src/mnbins.cxx,no,560,397,0.6512,0.8733,0.0,0,0,0,0,0,
low,src/bin/ref_compare_runner.rs,src/mnbins.cxx,no,2668,397,0.6511,0.9038,0.0062,1,0,0,0,0,
low,src/linesearch.rs,src/MnParabolaFactory.cxx,no,1652,426,0.6511,0.9193,0.0171,2,0,0,0,0,
low,src/user_transformation.rs,inc/Minuit2/MnParabola.h,no,2894,234,0.6511,0.8589,0.0074,1,0,0,0,0,
low,src/covariance_squeeze.rs,inc/Minuit2/SimplexParameters.h,no,1124,246,0.651,0.8711,0.0247,2,0,0,0,0,
low,src/hesse/mod.rs,test/MnSim/GaussFcn.h,no,874,223,0.651,0.9217,0.0089,1,0,0,0,0,
low,src/linesearch.rs,test/MnSim/GaussFcn.h,no,1652,223,0.651,0.9325,0.0165,2,0,0,0,0,
low,src/strategy.rs,inc/Minuit2/MnUserTransformation.h,no,1865,857,0.651,0.8334,0.0071,1,0,0,0,0,
low,src/minimum/mod.rs,inc/Math/FitMethodFunction.h,no,1360,477,0.6509,0.8933,0.0065,1,0,0,0,0,
low,src/hesse/mod.rs,test/MnSim/PaulTest3.cxx,no,874,738,0.6507,0.9204,0.0373,5,0,0,0,0,
low,src/parameter.rs,src/AnalyticalGradientCalculator.cxx,no,1181,941,0.6507,0.8855,0.0421,4,0,0,0,0,
low,src/covariance_squeeze.rs,inc/Minuit2/MnUserParameterState.h,no,1124,835,0.6506,0.8639,0.04,5,0,0,0,0,
low,src/minimum/mod.rs,inc/Minuit2/MnParabola.h,no,1360,234,0.6506,0.8607,0.0082,1,0,0,0,0,
low,src/parameter.rs,inc/Math/Functor.h,no,1181,1241,0.6506,0.9023,0.0283,3,0,0,0,0,
low,src/user_transformation.rs,inc/Minuit2/MnUserParameterState.h,no,2894,835,0.6506,0.8832,0.1364,24,0,0,0,0,
low,src/gradient/numerical.rs,inc/Minuit2/FumiliChi2FCN.h,no,1541,207,0.6505,0.9174,0.0174,2,0,0,0,0,
low,src/minos/mod.rs,inc/Math/WrappedFunction.h,no,912,420,0.6505,0.9169,0.0098,1,0,0,0,0,
low,src/parameter.rs,src/FumiliGradientCalculator.cxx,no,1181,687,0.6505,0.8958,0.0303,3,0,0,0,0,
low,src/python.rs,test/MnSim/GaussFcn2.cxx,no,5223,392,0.6505,0.902,0.0182,5,0,0,0,0,
low,src/strategy.rs,src/mnbins.cxx,no,1865,397,0.6505,0.8309,0.0,0,0,0,0,0,
low,src/user_covariance.rs,inc/Minuit2/FunctionGradient.h,no,560,299,0.6505,0.8796,0.0517,3,0,0,0,0,
low,src/migrad/builder.rs,test/MnSim/PaulTest3.cxx,no,1615,738,0.6503,0.931,0.0114,2,0,0,0,0,
low,src/scan/mod.rs,test/MnSim/GaussFunction.h,no,675,164,0.6503,0.8329,0.0,0,0,0,0,0,
low,src/simplex/minimizer.rs,src/MnUserTransformation.cxx,no,240,2932,0.6503,0.9212,0.0229,3,0,0,0,0,
low,src/gradient/initial.rs,inc/Minuit2/MnFcn.h,no,466,254,0.6502,0.9193,0.0476,4,0,0,0,0,
low,src/hesse/calculator.rs,inc/Minuit2/MnStrategy.h,no,1392,380,0.6502,0.8843,0.013,2,0,0,0,0,
low,src/hesse/mod.rs,test/MnTutorial/Quad8FMain.cxx,no,874,163,0.6502,0.9258,0.0303,3,0,0,0,0,
low,src/minos/mod.rs,inc/ROOT/span.hxx,no,912,3534,0.6502,0.9164,0.0157,3,0,0,0,0,
low,src/python.rs,inc/Minuit2/MnFcn.h,no,5223,254,0.6501,0.9185,0.0179,5,0,0,0,0,
low,src/simplex/parameters.rs,src/math/GenAlgoOptions.cxx,no,871,355,0.6501,0.8857,0.0122,1,0,0,0,0,
low,src/contours/mod.rs,inc/Math/IFunction.h,no,1055,741,0.65,0.8523,0.0169,2,0,0,0,0,
low,src/linesearch.rs,src/SinParameterTransformation.cxx,no,1652,293,0.65,0.9099,0.0517,6,0,0,0,0,
low,src/gradient/initial.rs,test/MnSim/DemoGaussSim.cxx,no,466,1525,0.6498,0.9287,0.0154,2,0,0,0,0,
low,src/mn_fcn.rs,src/CombinedMinimumBuilder.cxx,no,268,223,0.6498,0.9188,0.0566,3,0,0,0,0,
low,src/contours/mod.rs,inc/Minuit2/FumiliFCNBase.h,no,1055,416,0.6496,0.9246,0.0177,2,0,0,0,0,
low,src/contours/mod.rs,inc/Minuit2/FumiliMaximumLikelihoodFCN.h,no,1055,234,0.6496,0.9248,0.0175,2,0,0,0,0,
low,src/fcn.rs,inc/Minuit2/ParametricFunction.h,no,744,252,0.6496,0.877,0.027,2,0,0,0,0,
low,src/gradient/analytical.rs,test/MnSim/GaussFcn.h,no,1312,223,0.6496,0.9185,0.0083,1,0,0,0,0,
low,src/migrad/seed.rs,test/MnTutorial/Quad4FMain.cxx,no,1080,228,0.6496,0.9381,0.0097,1,0,0,0,0,
low,src/parameter.rs,inc/Math/GenAlgoOptions.h,no,1181,798,0.6496,0.9006,0.0571,6,0,0,0,0,
low,src/scan/mod.rs,inc/Minuit2/MinimumSeed.h,no,675,243,0.6496,0.9002,0.0357,3,0,0,0,0,
low,src/simplex/builder.rs,inc/Minuit2/MnTraceObject.h,no,1505,129,0.6496,0.9158,0.0169,2,0,0,0,0,
low,src/transform/sin.rs,test/MnSim/GaussFcn2.h,no,727,237,0.6495,0.9078,0.0278,2,0,0,0,0,
low,src/global_cc.rs,inc/Minuit2/MnApplication.h,no,472,532,0.6494,0.8658,0.0106,1,0,0,0,0,
low,src/transform/sqrt_low.rs,test/MnTutorial/Quad4FMain.cxx,no,455,228,0.6494,0.9425,0.0189,1,0,0,0,0,
low,src/print.rs,inc/Minuit2/ParametricFunction.h,no,323,252,0.6493,0.8413,0.0351,2,0,0,0,0,
low,src/user_covariance.rs,inc/Minuit2/MnPrint.h,no,560,937,0.6493,0.8715,0.0294,3,0,0,0,0,
low,src/bin/ref_compare_runner.rs,inc/Minuit2/FCNAdapter.h,no,2668,157,0.6492,0.8967,0.0205,3,0,0,0,0,
low,src/gradient/initial.rs,inc/Minuit2/FumiliChi2FCN.h,no,466,207,0.6492,0.926,0.0,0,0,0,0,0,
low,src/hesse/mod.rs,test/MnTutorial/Quad12FMain.cxx,no,874,211,0.6492,0.9126,0.0303,3,0,0,0,0,
low,src/parameter.rs,inc/Math/Util.h,no,1181,1491,0.6492,0.9004,0.0379,5,0,0,0,0,
low,src/parameter.rs,inc/Minuit2/FunctionGradient.h,no,1181,299,0.6492,0.9093,0.0128,1,0,0,0,0,
low,src/migrad/builder.rs,test/MnTutorial/Quad4FMain.cxx,no,1615,228,0.6491,0.9403,0.0069,1,0,0,0,0,
low,src/simplex/minimizer.rs,inc/Minuit2/FCNGradAdapter.h,no,240,706,0.6491,0.9224,0.012,1,0,0,0,0,
low,src/minimum/seed.rs,inc/Minuit2/MinimumState.h,no,289,423,0.649,0.8747,0.1818,10,0,0,0,0,
low,src/gradient/analytical.rs,src/MnPrint.cxx,no,1312,2505,0.6489,0.898,0.0531,12,0,1,0,0,
low,src/migrad/seed.rs,inc/Minuit2/FumiliMaximumLikelihoodFCN.h,no,1080,234,0.6489,0.9253,0.0,0,0,0,0,0,
low,src/minos/mod.rs,inc/Minuit2/MnContours.h,no,912,218,0.6489,0.929,0.0538,5,0,0,0,0,
low,src/user_transformation.rs,src/MPIProcess.cxx,no,2894,1640,0.6489,0.8896,0.0105,2,0,0,0,0,
low,src/gradient/numerical.rs,inc/Minuit2/MinimumSeed.h,no,1541,243,0.6488,0.9,0.0804,9,0,0,0,0,
low,src/hesse/gradient.rs,inc/Math/WrappedFunction.h,no,646,420,0.6488,0.9178,0.0097,1,0,0,0,0,
low,src/user_transformation.rs,src/MnPrint.cxx,no,2894,2505,0.6488,0.8851,0.0864,21,0,0,0,0,
low,src/migrad/minimizer.rs,inc/Minuit2/Minuit2Minimizer.h,no,466,936,0.6487,0.9511,0.025,4,0,0,0,0,
low,src/print.rs,src/MnPrintImpl.cxx,no,323,229,0.6486,0.8169,0.0508,3,0,0,0,0,
low,src/simplex/minimizer.rs,inc/Minuit2/Minuit2Minimizer.h,no,240,936,0.6486,0.9507,0.0258,4,0,0,0,0,
low,src/strategy.rs,inc/Minuit2/MnParabola.h,no,1865,234,0.6486,0.8318,0.0,0,0,0,0,0,
low,src/linesearch.rs,test/MnTutorial/Quad1FMain.cxx,no,1652,340,0.6485,0.927,0.04,5,0,0,0,0,
low,src/parabola.rs,inc/ROOT/span.hxx,no,1005,3534,0.6484,0.8514,0.0,0,0,0,0,0,
low,src/python.rs,test/MnSim/PaulTest3.cxx,no,5223,738,0.6484,0.9235,0.0338,10,0,1,0,0,
low,src/user_covariance.rs,inc/Minuit2/MnPlot.h,no,560,170,0.6484,0.8787,0.0185,1,0,0,0,0,
low,src/user_parameter_state.rs,test/MnSim/FlatRandomGen.h,no,1543,118,0.6484,0.8893,0.0,0,0,0,0,0,
low,src/user_parameters.rs,src/FumiliStandardChi2FCN.cxx,no,1781,495,0.6484,0.8918,0.0226,3,0,0,0,0,
low,src/fcn.rs,inc/Fit/ParameterSettings.h,no,744,542,0.6483,0.8683,0.0217,2,0,0,0,0,
low,src/minimize/mod.rs,inc/Minuit2/ContoursError.h,no,1626,410,0.6483,0.9354,0.0087,1,0,3,0,0,
low,src/mn_fcn.rs,src/FumiliGradientCalculator.cxx,no,268,687,0.6483,0.9081,0.0833,6,0,0,0,0,
low,src/simplex/mod.rs,inc/Minuit2/MnScan.h,no,566,205,0.6483,0.9304,0.0494,4,0,0,0,0,
low,src/gradient/analytical.rs,inc/Math/Functor.h,no,1312,1241,0.6482,0.9105,0.02,3,0,0,0,0,
low,src/hesse/mod.rs,inc/Math/Functor.h,no,874,1241,0.6482,0.9128,0.0213,3,0,0,0,0,
low,src/simplex/mod.rs,src/MnMinos.cxx,no,566,1308,0.6482,0.9196,0.0923,12,0,2,0,0,
low,src/simplex/parameters.rs,test/testNdimFit.cxx,no,871,1556,0.6482,0.8811,0.0077,1,0,0,0,0,
low,src/transform/sqrt_up.rs,test/MnTutorial/Quad4FMain.cxx,no,457,228,0.6482,0.942,0.0189,1,0,0,0,0,
low,src/hesse/gradient.rs,src/MnScan.cxx,no,646,133,0.6481,0.9373,0.0215,2,0,0,0,0,
low,src/simplex/minimizer.rs,inc/Math/FitMethodFunction.h,no,240,477,0.648,0.9211,0.0,0,0,0,0,0,
low,src/contours/mod.rs,inc/Minuit2/MinimumSeed.h,no,1055,243,0.6479,0.9062,0.027,3,0,0,0,0,
low,src/hesse/gradient.rs,inc/ROOT/span.hxx,no,646,3534,0.6479,0.9174,0.0052,1,0,0,0,0,
low,src/user_parameters.rs,inc/Math/Functor.h,no,1781,1241,0.6479,0.8979,0.0342,5,0,0,0,0,
low,src/simplex/minimizer.rs,inc/ROOT/span.hxx,no,240,3534,0.6478,0.9351,0.0064,1,0,0,0,0,
low,src/simplex/mod.rs,inc/Minuit2/MnMatrix.h,no,566,8027,0.6478,0.8769,0.0116,2,0,0,0,0,
low,src/simplex/seed.rs,inc/Minuit2/MinimumState.h,no,342,423,0.6478,0.8942,0.1154,9,0,0,0,0,
low,src/transform/sin.rs,inc/Minuit2/MnFcn.h,no,727,254,0.6478,0.9068,0.026,2,0,0,0,0,
low,src/linesearch.rs,inc/Minuit2/FumiliChi2FCN.h,no,1652,207,0.6477,0.9271,0.025,3,0,0,0,0,
low,src/simplex/minimizer.rs,inc/Minuit2/NumericalDerivator.h,no,240,575,0.6477,0.9539,0.0,0,0,0,0,0,
low,src/migrad/minimizer.rs,src/MnCovarianceSqueeze.cxx,no,466,660,0.6476,0.8827,0.0,0,0,0,0,0,
low,src/minos/mod.rs,inc/Minuit2/MnUserTransformation.h,no,912,857,0.6476,0.9171,0.036,5,0,0,0,0,
low,src/parameter.rs,inc/Minuit2/MnHesse.h,no,1181,220,0.6476,0.9006,0.0125,1,0,0,0,0,
low,src/bin/ref_compare_runner.rs,src/FumiliStandardChi2FCN.cxx,no,2668,495,0.6475,0.8933,0.0419,7,0,0,0,0,
low,src/minimum/error.rs,inc/Minuit2/MinimumState.h,no,639,423,0.6475,0.8841,0.023,2,0,0,0,0,
low,src/strategy.rs,test/MnSim/DemoGaussSim.cxx,no,1865,1525,0.6475,0.8309,0.0,0,0,0,0,0,
low,src/hesse/calculator.rs,inc/Minuit2/MnUserParameterState.h,no,1392,835,0.6474,0.888,0.0571,10,0,0,0,0,
low,src/precision.rs,src/MnPrint.cxx,no,305,2505,0.6473,0.8757,0.0312,5,0,0,0,0,
low,src/simplex/parameters.rs,test/MnTutorial/Quad12FMain.cxx,no,871,211,0.6473,0.9009,0.0,0,0,0,0,0,
low,src/user_parameter_state.rs,src/Numerical2PGradientCalculator.cxx,no,1543,1240,0.6473,0.9035,0.0529,9,0,0,0,0,
low,src/user_transformation.rs,test/MnSim/PaulTest3.cxx,no,2894,738,0.6473,0.8958,0.0357,6,0,0,0,0,
low,src/hesse/calculator.rs,inc/Minuit2/MnTraceObject.h,no,1392,129,0.6471,0.8971,0.0168,2,0,0,0,0,
low,src/precision.rs,inc/Minuit2/MnFcn.h,no,305,254,0.6471,0.8759,0.0,0,0,0,0,0,
low,src/gradient/numerical.rs,inc/Minuit2/MnSimplex.h,no,1541,166,0.647,0.9227,0.0367,4,0,0,0,0,
low,src/migrad/minimizer.rs,inc/Minuit2/MnPrint.h,no,466,937,0.647,0.9282,0.0273,3,0,0,0,0,
low,src/simplex/seed.rs,inc/ROOT/span.hxx,no,342,3534,0.647,0.9145,0.0,0,0,0,0,0,
low,src/user_parameter_state.rs,test/MnSim/GaussFunction.h,no,1543,164,0.647,0.83,0.0,0,0,0,0,0,
low,src/hesse/mod.rs,inc/Minuit2/MinimumBuilder.h,no,874,208,0.6469,0.9028,0.0541,6,0,0,0,0,
low,src/user_parameters.rs,inc/Minuit2/FumiliFCNBase.h,no,1781,416,0.6469,0.9018,0.0331,4,0,0,0,0,
low,src/fcn.rs,test/testUnbinGausFit.cxx,no,744,1799,0.6467,0.868,0.0282,4,0,0,0,0,
low,src/global_cc.rs,src/MnTraceObject.cxx,no,472,315,0.6467,0.8678,0.0484,3,0,0,0,0,
low,src/precision.rs,inc/Minuit2/MnTraceObject.h,no,305,129,0.6467,0.8819,0.0,0,0,0,0,0,
low,src/strategy.rs,test/MnSim/ParallelTest.cxx,no,1865,722,0.6465,0.8328,0.0083,1,0,0,0,0,
low,src/transform/sin.rs,inc/Math/Functor.h,no,727,1241,0.6465,0.9056,0.0294,3,0,0,0,0,
low,src/user_parameter_state.rs,inc/Minuit2/SimplexParameters.h,no,1543,246,0.6465,0.9189,0.0242,3,0,0,0,0,
low,src/covariance_squeeze.rs,inc/Minuit2/FCNAdapter.h,no,1124,157,0.6464,0.8716,0.0147,1,0,0,0,0,
low,src/posdef.rs,inc/Minuit2/FumiliStandardMaximumLikelihoodFCN.h,no,926,240,0.6464,0.8477,0.0132,1,0,0,0,0,
low,src/scan/mod.rs,src/Numerical2PGradientCalculator.cxx,no,675,1240,0.6464,0.9028,0.0526,7,0,2,0,0,
low,src/migrad/mod.rs,inc/Minuit2/MinimumState.h,no,648,423,0.6463,0.8999,0.0109,1,0,0,0,0,
low,src/posdef.rs,src/math/ParameterSettings.cxx,no,926,114,0.6463,0.8612,0.0161,1,0,0,0,0,
low,src/minimum/error.rs,inc/Minuit2/MnFumiliMinimize.h,no,639,213,0.6462,0.9012,0.013,1,0,0,0,0,
low,src/transform/sin.rs,inc/Minuit2/SimplexParameters.h,no,727,246,0.6462,0.9132,0.0395,3,0,0,0,0,
low,src/minimize/mod.rs,src/MnParameterScan.cxx,no,1626,513,0.6461,0.9253,0.068,7,0,0,0,0,
low,src/global_cc.rs,src/math/MinimizerOptions.cxx,no,472,1397,0.646,0.8662,0.0165,2,0,0,0,0,
low,src/migrad/minimizer.rs,inc/Minuit2/VariableMetricBuilder.h,no,466,216,0.646,0.9509,0.0694,5,0,0,0,0,
