risk,rust_file,upstream_file,mapped_by_parity,rust_tokens,upstream_tokens,token_cosine,generic_token_cosine,identifier_jaccard,shared_identifiers,code_shingles,generic_code_shingles,comment_shingles,shared_string_literals,example_shared_strings
low,src/global_cc.rs,src/SimplexParameters.cxx,no,472,267,0.7914,0.9414,0.0185,1,0,0,0,0,
low,src/simplex/parameters.rs,src/MnSeedGenerator.cxx,no,871,1664,0.7914,0.9371,0.0214,3,0,0,0,0,
low,src/user_covariance.rs,src/VariableMetricEDMEstimator.cxx,no,560,101,0.7914,0.923,0.0476,2,0,0,0,0,
low,src/minimum/mod.rs,src/BFGSErrorUpdator.cxx,no,1360,727,0.7913,0.9417,0.0458,7,0,1,0,0,
low,src/python.rs,src/FumiliMinimizer.cxx,no,5223,385,0.7913,0.9656,0.0367,11,0,0,0,0,
low,src/gradient/initial.rs,src/MnGlobalCorrelationCoeff.cxx,no,466,165,0.7912,0.956,0.0,0,0,0,0,0,
low,src/minos/mod.rs,src/MnUserParameterState.cxx,no,912,3470,0.7912,0.9343,0.0503,9,0,2,0,0,
low,src/global_cc.rs,inc/Minuit2/MnMatrix.h,no,472,8027,0.7911,0.9245,0.0263,4,0,0,0,0,
low,src/minimum/mod.rs,src/FumiliMinimizer.cxx,no,1360,385,0.7911,0.9477,0.0645,10,0,0,0,0,
low,src/parabola.rs,src/MnParameterScan.cxx,no,1005,513,0.7911,0.9205,0.0132,1,0,0,0,0,
low,src/linesearch.rs,inc/Minuit2/MnMatrix.h,no,1652,8027,0.791,0.9242,0.0286,6,0,0,0,0,
low,src/user_parameter_state.rs,src/MnContours.cxx,no,1543,3126,0.791,0.9477,0.0575,13,0,4,0,0,
low,src/hesse/calculator.rs,src/FumiliStandardMaximumLikelihoodFCN.cxx,no,1392,662,0.7909,0.9447,0.04,6,0,0,0,0,
low,src/transform/sqrt_up.rs,src/FumiliBuilder.cxx,no,457,2970,0.7909,0.9588,0.0467,7,0,1,0,0,
low,src/minimum/mod.rs,src/ParametricFunction.cxx,no,1360,180,0.7908,0.9544,0.0388,5,0,0,0,0,
low,src/bin/ref_compare_runner.rs,src/MnParameterScan.cxx,no,2668,513,0.7907,0.9523,0.0577,9,0,0,0,0,
low,src/bin/ref_compare_runner.rs,src/HessianGradientCalculator.cxx,no,2668,767,0.7906,0.9359,0.0423,8,0,0,0,0,
low,src/simplex/parameters.rs,src/MnParameterScan.cxx,no,871,513,0.7906,0.9392,0.027,2,0,0,0,0,
low,src/covariance_squeeze.rs,inc/Math/Util.h,no,1124,1491,0.7904,0.9232,0.0224,3,0,0,0,0,
low,src/minos/function_cross.rs,inc/Minuit2/FCNGradAdapter.h,no,2284,706,0.7904,0.9503,0.0105,2,0,0,0,0,
low,src/python.rs,src/FumiliErrorUpdator.cxx,no,5223,410,0.7904,0.9554,0.0379,11,0,0,0,0,
low,src/precision.rs,src/MnContours.cxx,no,305,3126,0.7903,0.9177,0.0184,3,0,0,0,0,
low,src/transform/sin.rs,src/FumiliErrorUpdator.cxx,no,727,410,0.7903,0.9538,0.0326,3,0,0,0,0,
low,src/linesearch.rs,inc/Minuit2/FumiliFCNAdapter.h,no,1652,799,0.7902,0.9473,0.0284,4,0,0,0,0,
low,src/transform/sin.rs,src/MnCovarianceSqueeze.cxx,no,727,660,0.7902,0.9335,0.027,2,0,0,0,0,
low,src/print.rs,src/MnLineSearch.cxx,no,323,4579,0.79,0.8776,0.0186,3,0,0,0,0,
low,src/scan/mod.rs,src/SimplexBuilder.cxx,no,675,1671,0.79,0.9517,0.036,5,0,14,0,0,
low,src/hesse/calculator.rs,src/MnFumiliMinimize.cxx,no,1392,109,0.7899,0.9567,0.008,1,0,1,0,0,
low,src/user_covariance.rs,src/MnCovarianceSqueeze.cxx,no,560,660,0.7899,0.9185,0.1273,7,0,0,0,0,
low,src/print.rs,src/ModularFunctionMinimizer.cxx,no,323,394,0.7896,0.847,0.0633,5,0,0,0,0,
low,src/user_covariance.rs,src/BFGSErrorUpdator.cxx,no,560,727,0.7896,0.9213,0.1026,8,0,0,0,0,
low,src/linesearch.rs,src/ScanBuilder.cxx,no,1652,304,0.7895,0.954,0.0873,11,0,0,0,0,
low,src/gradient/initial.rs,inc/Minuit2/FumiliFCNAdapter.h,no,466,799,0.7892,0.9476,0.0294,3,0,0,0,0,
low,src/simplex/seed.rs,src/NumericalDerivator.cxx,no,342,1768,0.7892,0.9556,0.039,6,0,0,0,0,
low,src/user_covariance.rs,src/SimplexBuilder.cxx,no,560,1671,0.7892,0.9229,0.0431,5,0,0,0,0,
low,src/user_parameter_state.rs,src/ScanBuilder.cxx,no,1543,304,0.7892,0.9477,0.0794,10,0,0,0,0,
low,src/hesse/gradient.rs,src/MnFcn.cxx,no,646,307,0.7891,0.9311,0.0388,4,0,0,0,0,
low,src/print.rs,src/HessianGradientCalculator.cxx,no,323,767,0.7891,0.8879,0.0316,3,0,0,0,0,
low,src/scan/mod.rs,inc/Minuit2/MnScan.h,no,675,205,0.7891,0.9552,0.0741,6,0,0,0,0,
low,src/bin/ref_compare_runner.rs,inc/Minuit2/MnFumiliMinimize.h,no,2668,213,0.789,0.9452,0.0261,4,0,0,0,0,
low,src/contours/mod.rs,src/FumiliGradientCalculator.cxx,no,1055,687,0.789,0.9552,0.0469,6,0,0,0,0,
low,src/global_cc.rs,inc/Math/Util.h,no,472,1491,0.7888,0.9253,0.0167,2,0,0,0,0,
low,src/gradient/analytical.rs,test/MnSim/GaussFcn.cxx,no,1312,137,0.7888,0.9459,0.0183,2,0,0,0,0,
low,src/print.rs,src/MnPlot.cxx,no,323,389,0.7888,0.9032,0.0351,2,0,0,0,0,
low,src/migrad/seed.rs,src/FumiliMinimizer.cxx,no,1080,385,0.7887,0.967,0.0923,12,0,0,0,0,
low,src/print.rs,src/ParametricFunction.cxx,no,323,180,0.7886,0.8798,0.0351,2,0,0,0,0,
low,src/gradient/initial.rs,src/MnPosDef.cxx,no,466,651,0.7885,0.9299,0.0526,5,0,0,0,0,
low,src/global_cc.rs,test/MnSim/GaussianModelFunction.h,no,472,527,0.7883,0.925,0.0469,3,0,0,0,0,
low,src/transform/sin.rs,inc/Math/Util.h,no,727,1491,0.7883,0.953,0.031,4,0,0,0,0,
low,src/gradient/numerical.rs,src/FumiliStandardMaximumLikelihoodFCN.cxx,no,1541,662,0.7882,0.9512,0.0448,6,0,0,0,0,
low,src/hesse/mod.rs,src/FumiliMinimizer.cxx,no,874,385,0.7882,0.9594,0.0746,10,0,0,0,0,
low,src/posdef.rs,src/ScanBuilder.cxx,no,926,304,0.7882,0.9051,0.0353,3,0,0,0,0,
low,src/covariance_squeeze.rs,src/MnFumiliMinimize.cxx,no,1124,109,0.7881,0.9247,0.029,2,0,0,0,0,
low,src/minos/mod.rs,src/NegativeG2LineSearch.cxx,no,912,853,0.7881,0.9471,0.0305,4,0,0,0,0,
low,src/user_parameters.rs,src/FumiliGradientCalculator.cxx,no,1781,687,0.7881,0.9395,0.0588,8,0,0,0,0,
low,src/gradient/analytical.rs,inc/Minuit2/FumiliStandardChi2FCN.h,no,1312,512,0.788,0.9569,0.0149,2,0,0,0,0,
low,src/gradient/initial.rs,src/FumiliErrorUpdator.cxx,no,466,410,0.7877,0.9611,0.04,4,0,1,0,0,
low,src/hesse/mod.rs,src/ParametricFunction.cxx,no,874,180,0.7877,0.962,0.066,7,0,0,0,0,
low,src/minos/function_cross.rs,inc/Minuit2/CombinedMinimumBuilder.h,no,2284,179,0.7877,0.9648,0.0238,4,0,0,0,0,
low,src/user_covariance.rs,src/FumiliErrorUpdator.cxx,no,560,410,0.7876,0.9212,0.0946,7,0,0,0,0,
low,src/user_covariance.rs,src/NumericalDerivator.cxx,no,560,1768,0.7876,0.9065,0.0438,6,0,0,0,0,
low,src/global_cc.rs,inc/Minuit2/MinimumState.h,no,472,423,0.7875,0.9258,0.0282,2,0,0,0,0,
low,src/gradient/analytical.rs,test/testADMinim.cxx,no,1312,4684,0.7875,0.9382,0.0185,5,0,0,0,0,
low,src/user_parameter_state.rs,src/MnHesse.cxx,no,1543,3081,0.7875,0.9393,0.0727,16,0,3,0,0,
low,src/migrad/seed.rs,src/ExternalInternalGradientCalculator.cxx,no,1080,614,0.7874,0.9493,0.0714,8,0,0,0,0,
low,src/gradient/analytical.rs,inc/Minuit2/FCNGradAdapter.h,no,1312,706,0.7872,0.9493,0.0288,4,0,0,0,0,
low,src/migrad/builder.rs,inc/Math/Minimizer.h,no,1615,1490,0.7872,0.951,0.0305,8,0,0,0,0,
low,src/global_cc.rs,src/MnFumiliMinimize.cxx,no,472,109,0.7871,0.9248,0.037,2,0,0,0,0,
low,src/gradient/initial.rs,src/MnUserTransformation.cxx,no,466,2932,0.7871,0.9519,0.0548,8,0,0,0,0,
low,src/minos/mod.rs,src/NumericalDerivator.cxx,no,912,1768,0.7871,0.9562,0.0398,7,0,1,0,0,
low,src/bin/ref_compare_runner.rs,src/MnPlot.cxx,no,2668,389,0.787,0.9441,0.0327,5,0,0,0,0,
low,src/global_cc.rs,src/FumiliMinimizer.cxx,no,472,385,0.787,0.907,0.0108,1,0,0,0,0,
low,src/gradient/analytical.rs,src/MnApplication.cxx,no,1312,1153,0.787,0.9517,0.087,14,0,0,0,0,
low,src/hesse/gradient.rs,src/FumiliStandardMaximumLikelihoodFCN.cxx,no,646,662,0.7869,0.955,0.042,5,0,0,0,0,
low,src/transform/sin.rs,src/ScanBuilder.cxx,no,727,304,0.7869,0.9488,0.0732,6,0,3,0,0,
low,src/global_cc.rs,inc/Minuit2/FunctionMinimum.h,no,472,801,0.7868,0.9232,0.0093,1,0,0,0,0,
low,src/minimum/mod.rs,src/MnCovarianceSqueeze.cxx,no,1360,660,0.7868,0.927,0.0303,4,0,0,0,0,
low,src/minos/mod.rs,src/MnParameterScan.cxx,no,912,513,0.7868,0.9536,0.0594,6,0,0,0,0,
low,src/hesse/calculator.rs,inc/Math/WrappedParamFunction.h,no,1392,1104,0.7867,0.9466,0.0132,2,0,0,0,0,
low,src/strategy.rs,src/BFGSErrorUpdator.cxx,no,1865,727,0.7867,0.8919,0.0165,2,0,0,0,0,
low,src/linesearch.rs,src/FumiliMinimizer.cxx,no,1652,385,0.7866,0.9717,0.0405,6,0,0,0,0,
low,src/posdef.rs,test/testMinuit2.cxx,no,926,1071,0.7865,0.9049,0.0326,3,0,0,0,0,
low,src/global_cc.rs,test/testADMinim.cxx,no,472,4684,0.7864,0.9205,0.0093,2,0,0,0,0,
low,src/migrad/builder.rs,inc/Minuit2/CombinedMinimumBuilder.h,no,1615,179,0.7864,0.9721,0.027,4,0,0,0,0,
low,src/contours/mod.rs,src/MnFumiliMinimize.cxx,no,1055,109,0.7863,0.9718,0.03,3,0,0,0,0,
low,src/covariance_squeeze.rs,src/MnParameterScan.cxx,no,1124,513,0.7863,0.9269,0.0366,3,0,0,0,0,
low,src/gradient/numerical.rs,inc/Minuit2/MinuitParameter.h,no,1541,881,0.7863,0.955,0.0507,7,0,0,0,0,
low,src/parabola.rs,src/MnFcn.cxx,no,1005,307,0.7861,0.915,0.0,0,0,0,0,0,
low,src/parabola.rs,src/VariableMetricEDMEstimator.cxx,no,1005,101,0.7861,0.9156,0.0,0,0,0,0,0,
low,src/simplex/builder.rs,inc/Minuit2/MnCross.h,no,1505,607,0.786,0.9528,0.0076,1,0,0,0,0,
low,src/simplex/parameters.rs,src/SimplexBuilder.cxx,no,871,1671,0.786,0.9336,0.0833,10,0,0,0,0,
low,src/bin/ref_compare_runner.rs,src/MnCovarianceSqueeze.cxx,no,2668,660,0.7859,0.924,0.0323,5,0,0,0,0,
low,src/user_covariance.rs,src/MnStrategy.cxx,no,560,313,0.7858,0.8791,0.0185,1,0,0,0,0,
low,src/precision.rs,src/MnGlobalCorrelationCoeff.cxx,no,305,165,0.7857,0.9368,0.0238,1,0,0,0,0,
low,src/print.rs,src/MnUserTransformation.cxx,no,323,2932,0.7857,0.8966,0.0569,7,0,0,0,0,
low,src/scan/mod.rs,inc/Minuit2/MinuitParameter.h,no,675,881,0.7856,0.9517,0.0882,9,0,0,0,0,
low,src/transform/sqrt_low.rs,src/MnMinos.cxx,no,455,1308,0.7854,0.9637,0.0796,9,0,0,0,0,
low,src/global_cc.rs,src/MnFcn.cxx,no,472,307,0.7853,0.9236,0.0147,1,0,0,0,0,
low,src/precision.rs,src/SimplexSeedGenerator.cxx,no,305,244,0.7851,0.927,0.0328,2,0,0,0,0,
low,src/print.rs,src/MnCovarianceSqueeze.cxx,no,323,660,0.7851,0.9023,0.0339,2,0,0,0,0,
low,src/migrad/seed.rs,src/MnPlot.cxx,no,1080,389,0.785,0.954,0.0,0,0,0,0,0,
low,src/precision.rs,src/VariableMetricEDMEstimator.cxx,no,305,101,0.785,0.9276,0.0,0,0,0,0,0,
low,src/user_covariance.rs,src/Minuit2Minimizer.cxx,no,560,7525,0.785,0.9179,0.0324,11,0,0,0,0,
low,src/hesse/gradient.rs,test/MnSim/GaussFcn2.cxx,no,646,392,0.7849,0.95,0.0101,1,0,0,0,0,
low,src/user_covariance.rs,src/MnGlobalCorrelationCoeff.cxx,no,560,165,0.7849,0.9252,0.0588,3,0,0,0,0,
low,src/transform/sqrt_low.rs,test/testUserFunc.cxx,no,455,269,0.7847,0.9569,0.0154,1,0,0,0,0,
low,src/simplex/parameters.rs,src/MnMinos.cxx,no,871,1308,0.7846,0.9309,0.0317,4,0,2,0,0,
low,src/user_parameter_state.rs,src/MnMinos.cxx,no,1543,1308,0.7846,0.9488,0.1091,18,0,1,0,0,
low,src/gradient/analytical.rs,src/FumiliStandardChi2FCN.cxx,no,1312,495,0.7845,0.9469,0.0376,5,0,0,0,0,
low,src/precision.rs,src/MnCovarianceSqueeze.cxx,no,305,660,0.7845,0.9295,0.02,1,0,0,0,0,
low,src/bin/ref_compare_runner.rs,src/ParametricFunction.cxx,no,2668,180,0.7844,0.9399,0.026,4,0,0,0,0,
low,src/covariance_squeeze.rs,src/VariableMetricEDMEstimator.cxx,no,1124,101,0.7844,0.9137,0.0333,2,0,0,0,0,
low,src/hesse/mod.rs,inc/Minuit2/CombinedMinimumBuilder.h,no,874,179,0.7844,0.9623,0.0463,5,0,0,0,0,
low,src/linesearch.rs,src/MnMatrix.cxx,no,1652,4452,0.7844,0.9307,0.0439,9,0,0,0,0,
low,src/scan/mod.rs,inc/Minuit2/MinimumState.h,no,675,423,0.7844,0.9441,0.0449,4,0,0,0,0,
low,src/precision.rs,src/MnFunctionCross.cxx,no,305,3954,0.7843,0.9223,0.0301,4,0,0,0,0,
low,src/transform/sqrt_low.rs,src/NumericalDerivator.cxx,no,455,1768,0.7843,0.9625,0.0667,9,0,0,0,0,
low,src/migrad/seed.rs,inc/Minuit2/MnMatrix.h,no,1080,8027,0.7842,0.9257,0.0099,2,0,7,0,0,
low,src/migrad/seed.rs,src/MnFcn.cxx,no,1080,307,0.7842,0.9297,0.0446,5,0,0,0,0,
low,src/minos/function_cross.rs,inc/Math/Minimizer.h,no,2284,1490,0.7842,0.9471,0.032,9,0,0,0,0,
low,src/transform/sqrt_up.rs,test/testUserFunc.cxx,no,457,269,0.7842,0.9566,0.0154,1,0,0,0,0,
low,src/user_covariance.rs,src/ScanBuilder.cxx,no,560,304,0.7842,0.926,0.0423,3,0,0,0,0,
low,src/migrad/seed.rs,src/MnApplication.cxx,no,1080,1153,0.7841,0.959,0.1007,15,0,1,0,0,
low,src/hesse/calculator.rs,inc/Minuit2/FumiliStandardChi2FCN.h,no,1392,512,0.784,0.9487,0.0068,1,0,0,0,0,
low,src/python.rs,src/BFGSErrorUpdator.cxx,no,5223,727,0.784,0.9433,0.0268,8,0,4,0,0,
low,src/covariance_squeeze.rs,inc/Minuit2/MnMatrix.h,no,1124,8027,0.7839,0.9163,0.0301,5,0,0,0,0,
low,src/simplex/parameters.rs,src/NumericalDerivator.cxx,no,871,1768,0.7839,0.921,0.027,4,0,0,0,0,
low,src/covariance_squeeze.rs,src/MPIProcess.cxx,no,1124,1640,0.7838,0.9144,0.0167,2,0,0,0,0,
low,src/transform/sqrt_up.rs,src/MnMinos.cxx,no,457,1308,0.7838,0.9632,0.0702,8,0,0,0,0,
low,src/covariance_squeeze.rs,src/SimplexParameters.cxx,no,1124,267,0.7837,0.9333,0.0145,1,0,0,0,0,
low,src/strategy.rs,src/MnUserTransformation.cxx,no,1865,2932,0.7837,0.8914,0.006,1,0,0,0,0,
low,src/user_parameter_state.rs,src/MnUserParameterState.cxx,no,1543,3470,0.7837,0.9299,0.1732,31,0,4,0,0,
low,src/linesearch.rs,src/MnParameterScan.cxx,no,1652,513,0.7836,0.9627,0.0744,9,0,0,0,0,
low,src/user_transformation.rs,inc/Minuit2/FumiliFCNAdapter.h,no,2894,799,0.7836,0.9334,0.0366,6,0,0,0,0,
low,src/simplex/builder.rs,src/MnFumiliMinimize.cxx,no,1505,109,0.7835,0.9753,0.0163,2,0,4,0,0,
low,src/transform/sqrt_up.rs,src/NumericalDerivator.cxx,no,457,1768,0.7835,0.9621,0.0667,9,0,0,0,0,
low,src/minos/mod.rs,src/MnLineSearch.cxx,no,912,4579,0.7833,0.9526,0.025,5,0,3,0,0,
low,src/posdef.rs,src/MPIProcess.cxx,no,926,1640,0.7833,0.8929,0.0085,1,0,0,0,0,
low,src/hesse/calculator.rs,inc/Minuit2/MnMatrix.h,no,1392,8027,0.7831,0.922,0.0044,1,0,15,0,0,
low,src/python.rs,src/HessianGradientCalculator.cxx,no,5223,767,0.783,0.9443,0.0425,13,0,0,0,0,
low,src/global_cc.rs,test/testMinimizer.cxx,no,472,4977,0.7829,0.9186,0.0188,4,0,0,0,0,
low,src/parabola.rs,src/MnCovarianceSqueeze.cxx,no,1005,660,0.7829,0.9144,0.0141,1,0,0,0,0,
low,src/covariance_squeeze.rs,src/FumiliMinimizer.cxx,no,1124,385,0.7827,0.9071,0.0381,4,0,0,0,0,
low,src/linesearch.rs,test/testMinuit2.cxx,no,1652,1071,0.7827,0.9159,0.0435,6,0,0,0,0,
low,src/linesearch.rs,src/InitialGradientCalculator.cxx,no,1652,608,0.7826,0.9453,0.0786,11,0,0,0,0,
low,src/print.rs,src/MnFunctionCross.cxx,no,323,3954,0.7826,0.8733,0.05,7,0,0,0,0,
low,src/contours/mod.rs,inc/Minuit2/MnMatrix.h,no,1055,8027,0.7822,0.9226,0.0201,4,0,0,0,0,
low,src/linesearch.rs,src/MnPlot.cxx,no,1652,389,0.7822,0.9495,0.025,3,0,0,0,0,
low,src/simplex/builder.rs,inc/Minuit2/FumiliStandardChi2FCN.h,no,1505,512,0.7822,0.9661,0.0069,1,0,1,0,0,
low,src/posdef.rs,src/FumiliStandardMaximumLikelihoodFCN.cxx,no,926,662,0.7821,0.8996,0.0319,3,0,0,0,0,
low,src/transform/sin.rs,src/MnStrategy.cxx,no,727,313,0.7821,0.8624,0.0147,1,0,0,0,0,
low,src/simplex/parameters.rs,src/ExternalInternalGradientCalculator.cxx,no,871,614,0.7819,0.9327,0.04,3,0,0,0,0,
low,src/gradient/analytical.rs,inc/Minuit2/MinimumState.h,no,1312,423,0.7818,0.9384,0.0645,8,0,0,0,0,
low,src/python.rs,inc/Minuit2/MnFumiliMinimize.h,no,5223,213,0.7818,0.9619,0.022,6,0,0,0,0,
low,src/scan/mod.rs,src/NumericalDerivator.cxx,no,675,1768,0.7818,0.9475,0.0375,6,0,0,0,0,
low,src/user_covariance.rs,inc/Minuit2/FunctionMinimum.h,no,560,801,0.7818,0.9204,0.0291,3,0,0,0,0,
low,src/gradient/analytical.rs,src/MPIProcess.cxx,no,1312,1640,0.7817,0.9477,0.0122,2,0,0,0,0,
low,src/gradient/numerical.rs,src/FumiliStandardChi2FCN.cxx,no,1541,495,0.7817,0.9477,0.031,4,0,0,0,0,
low,src/precision.rs,src/BFGSErrorUpdator.cxx,no,305,727,0.7817,0.927,0.0274,2,0,0,0,0,
low,src/user_transformation.rs,inc/Math/WrappedParamFunction.h,no,2894,1104,0.7817,0.9404,0.0305,5,0,0,0,0,
low,src/gradient/initial.rs,src/MnFcn.cxx,no,466,307,0.7816,0.9283,0.0595,5,0,0,0,0,
low,src/covariance_squeeze.rs,src/AnalyticalGradientCalculator.cxx,no,1124,941,0.7815,0.9184,0.0532,5,0,0,0,0,
low,src/global_cc.rs,src/MPIProcess.cxx,no,472,1640,0.7815,0.9159,0.0094,1,0,0,0,0,
low,src/hesse/calculator.rs,src/FumiliStandardChi2FCN.cxx,no,1392,495,0.7814,0.9405,0.0276,4,0,0,0,0,
low,src/migrad/seed.rs,test/testCovariance.cxx,no,1080,640,0.7813,0.9515,0.0323,4,0,1,0,0,
low,src/posdef.rs,src/FumiliStandardChi2FCN.cxx,no,926,495,0.7813,0.8996,0.0227,2,0,0,0,0,
low,src/print.rs,src/BFGSErrorUpdator.cxx,no,323,727,0.7813,0.8884,0.0366,3,0,0,0,0,
low,src/transform/sin.rs,src/InitialGradientCalculator.cxx,no,727,608,0.7813,0.9434,0.0851,8,0,0,0,0,
low,src/migrad/seed.rs,src/MnGlobalCorrelationCoeff.cxx,no,1080,165,0.7812,0.9527,0.0096,1,0,0,0,0,
low,src/posdef.rs,inc/Minuit2/MinuitParameter.h,no,926,881,0.7812,0.8968,0.0408,4,0,0,0,0,
low,src/print.rs,inc/Minuit2/MinuitParameter.h,no,323,881,0.7811,0.8893,0.061,5,0,0,0,0,
low,src/user_parameters.rs,test/testCovariance.cxx,no,1781,640,0.7811,0.9375,0.0787,10,0,0,0,0,
low,src/python.rs,src/MnLineSearch.cxx,no,5223,4579,0.781,0.9488,0.0322,12,0,10,0,0,
low,src/scan/mod.rs,src/SimplexSeedGenerator.cxx,no,675,244,0.781,0.9498,0.0211,2,0,0,0,0,
low,src/simplex/parameters.rs,inc/Minuit2/MnMatrix.h,no,871,8027,0.781,0.9243,0.0125,2,0,0,0,0,
low,src/migrad/seed.rs,test/MnSim/GaussDataGen.cxx,no,1080,176,0.7809,0.9531,0.0093,1,0,0,0,0,
low,src/print.rs,src/MnApplication.cxx,no,323,1153,0.7809,0.8785,0.1089,11,0,0,0,0,
low,src/user_covariance.rs,inc/Minuit2/MnCross.h,no,560,607,0.7809,0.9309,0.0339,2,0,0,0,0,
low,src/migrad/builder.rs,inc/Minuit2/FumiliFCNAdapter.h,no,1615,799,0.7808,0.9417,0.0235,4,0,0,0,0,
low,src/minimum/mod.rs,inc/Minuit2/MnFumiliMinimize.h,no,1360,213,0.7808,0.9497,0.031,4,0,0,0,0,
low,src/print.rs,src/MnParameterScan.cxx,no,323,513,0.7808,0.8946,0.1,6,0,0,0,0,
low,src/migrad/builder.rs,inc/Minuit2/MnPrint.h,no,1615,937,0.7807,0.9531,0.0314,6,0,0,0,0,
low,src/minimum/mod.rs,src/MnLineSearch.cxx,no,1360,4579,0.7807,0.9396,0.0302,7,0,0,0,0,
low,src/minos/mod.rs,src/CombinedMinimumBuilder.cxx,no,912,223,0.7807,0.9618,0.0625,6,0,0,0,0,
low,src/gradient/numerical.rs,src/MnPlot.cxx,no,1541,389,0.7806,0.9487,0.0086,1,0,0,0,0,
low,src/hesse/gradient.rs,test/testCovariance.cxx,no,646,640,0.7806,0.9512,0.0442,5,0,1,0,0,
low,src/precision.rs,src/ParametricFunction.cxx,no,305,180,0.7806,0.9295,0.0208,1,0,0,0,0,
low,src/bin/ref_compare_runner.rs,src/ExternalInternalGradientCalculator.cxx,no,2668,614,0.7805,0.9352,0.0373,6,0,0,0,0,
low,src/global_cc.rs,src/MPIProcess.h,no,472,631,0.7805,0.9154,0.0092,1,0,0,0,0,
low,src/migrad/seed.rs,src/CombinedMinimumBuilder.cxx,no,1080,223,0.7805,0.9645,0.066,7,0,0,0,0,
low,src/user_transformation.rs,inc/Minuit2/CombinedMinimumBuilder.h,no,2894,179,0.7805,0.9432,0.0068,1,0,0,0,0,
low,src/simplex/builder.rs,src/ModularFunctionMinimizer.cxx,no,1505,394,0.7804,0.9722,0.068,10,0,0,0,0,
low,src/parabola.rs,src/MnUserTransformation.cxx,no,1005,2932,0.7803,0.9108,0.0144,2,0,0,0,0,
low,src/linesearch.rs,src/MnCovarianceSqueeze.cxx,no,1652,660,0.7802,0.9193,0.0246,3,0,1,0,0,
low,src/minos/function_cross.rs,src/ModularFunctionMinimizer.cxx,no,2284,394,0.7802,0.9613,0.0591,11,0,0,0,0,
low,src/migrad/builder.rs,src/MnFumiliMinimize.cxx,no,1615,109,0.78,0.9712,0.014,2,0,0,0,0,
low,src/minos/function_cross.rs,src/MnEigen.cxx,no,2284,136,0.78,0.9533,0.0063,1,0,0,0,0,
low,src/hesse/calculator.rs,src/FumiliMinimizer.cxx,no,1392,385,0.7799,0.9448,0.0789,12,0,0,0,0,
low,src/strategy.rs,src/MnPlot.cxx,no,1865,389,0.7799,0.899,0.0,0,0,0,0,0,
low,src/hesse/gradient.rs,src/FumiliStandardChi2FCN.cxx,no,646,495,0.7798,0.9512,0.0263,3,0,0,0,0,
low,src/strategy.rs,inc/Minuit2/MinuitParameter.h,no,1865,881,0.7796,0.8848,0.0163,2,0,0,0,0,
low,src/transform/sin.rs,src/MnMatrix.cxx,no,727,4452,0.7796,0.9326,0.051,8,0,1,0,0,
low,src/contours/mod.rs,inc/Minuit2/MinosError.h,no,1055,692,0.7795,0.9209,0.0565,7,0,0,0,0,
low,src/gradient/analytical.rs,test/MnSim/GaussianModelFunction.h,no,1312,527,0.7795,0.9196,0.0328,4,0,0,0,0,
low,src/python.rs,inc/Minuit2/FCNGradAdapter.h,no,5223,706,0.7795,0.9481,0.0135,4,0,0,0,0,
low,src/user_covariance.rs,src/MnUserTransformation.cxx,no,560,2932,0.7795,0.921,0.0738,9,0,0,0,0,
low,src/print.rs,src/MnFcn.cxx,no,323,307,0.7791,0.8986,0.0317,2,0,0,0,0,
low,src/transform/sqrt_low.rs,inc/Minuit2/MinuitParameter.h,no,455,881,0.7791,0.9662,0.0349,3,0,0,0,0,
low,src/minimum/mod.rs,src/MnFunctionCross.cxx,no,1360,3954,0.779,0.9398,0.0472,10,0,2,0,0,
low,src/user_covariance.rs,src/InitialGradientCalculator.cxx,no,560,608,0.779,0.922,0.0602,5,0,0,0,0,
low,src/hesse/calculator.rs,inc/Minuit2/FCNGradAdapter.h,no,1392,706,0.7789,0.9401,0.0267,4,0,0,0,0,
low,src/minimum/mod.rs,inc/Minuit2/MnScan.h,no,1360,205,0.7789,0.9461,0.0222,3,0,0,0,0,
low,src/posdef.rs,inc/Math/Util.h,no,926,1491,0.7789,0.8975,0.0231,3,0,0,0,0,
low,src/user_transformation.rs,inc/Minuit2/MnScan.h,no,2894,205,0.7789,0.9379,0.0133,2,0,0,0,0,
low,src/global_cc.rs,inc/Math/WrappedParamFunction.h,no,472,1104,0.7785,0.9231,0.037,3,0,0,0,0,
low,src/linesearch.rs,src/ModularFunctionMinimizer.cxx,no,1652,394,0.7785,0.9693,0.0647,9,0,0,0,0,
low,src/posdef.rs,src/TMinuit2TraceObject.cxx,no,926,707,0.7784,0.8978,0.0306,3,0,0,0,0,
low,src/user_parameters.rs,src/DavidonErrorUpdator.cxx,no,1781,416,0.7783,0.9556,0.032,4,0,0,0,0,
low,src/posdef.rs,src/InitialGradientCalculator.cxx,no,926,608,0.778,0.8995,0.0737,7,0,0,0,0,
low,src/bin/ref_compare_runner.rs,test/MnSim/GaussDataGen.cxx,no,2668,176,0.7778,0.9359,0.0197,3,0,0,0,0,
low,src/transform/sqrt_low.rs,inc/Minuit2/MnMatrix.h,no,455,8027,0.7778,0.935,0.0199,3,0,0,0,0,
low,src/transform/sqrt_up.rs,inc/Minuit2/MinuitParameter.h,no,457,881,0.7778,0.9657,0.0349,3,0,0,0,0,
