legacy_id,upstream_repo,upstream_subdir,upstream_ref,upstream_commit,upstream_file,upstream_symbol,upstream_line,rust_file,rust_symbol,rust_line,raw_status,effective_status,waived,waiver_type,waiver_reason,waiver_source,ambiguous_implemented,rationale
inc/Minuit2/MnConfig.h::<no_symbol_extracted>@na,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnConfig.h,<no_symbol_extracted>,,src/precision.rs;src/strategy.rs,,,needs-review,unresolved,false,,,,false,unable to extract symbols with heuristic parser
inc/Minuit2/MnContours.h::Contour@50,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnContours.h,Contour,50,src/contours/mod.rs,contour,175,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnCovarianceSqueeze.h::operator()@21,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnCovarianceSqueeze.h,operator(),21,,,,intentionally-skipped,waived,true,intentional,constructor/destructor/operator handled idiomatically in Rust,auto-intentional,false,constructor/destructor/operator handled idiomatically in Rust
inc/Minuit2/MnCross.h::AtLimit@86,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnCross.h,AtLimit,86,src/minos/cross.rs,at_limit,112,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnCross.h::AtMaxFcn@87,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnCross.h,AtMaxFcn,87,src/minos/cross.rs,at_max_fcn,116,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnCross.h::IsValid@85,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnCross.h,IsValid,85,src/minos/cross.rs,valid,29,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnCross.h::NewMinimum@88,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnCross.h,NewMinimum,88,src/minos/cross.rs,new_minimum,121,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnCross.h::NFcn@89,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnCross.h,NFcn,89,src/minos/cross.rs,nfcn,102,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnCross.h::Value@83,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnCross.h,Value,83,src/minos/cross.rs,value,94,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnEigen.h::operator()@23,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnEigen.h,operator(),23,,,,intentionally-skipped,waived,true,intentional,constructor/destructor/operator handled idiomatically in Rust,auto-intentional,false,constructor/destructor/operator handled idiomatically in Rust
inc/Minuit2/MnFcn.h::CallWithoutDoingTrafo@50,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnFcn.h,CallWithoutDoingTrafo,50,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MnFcn.h::CallWithTransformedParams@49,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnFcn.h,CallWithTransformedParams,49,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MnFcn.h::ErrorDef@33,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnFcn.h,ErrorDef,33,src/mn_fcn.rs,error_def,43,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnFcn.h::NumOfCalls@31,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnFcn.h,NumOfCalls,31,src/mn_fcn.rs,num_of_calls,38,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnFcn.h::operator()@63,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnFcn.h,operator(),63,src/mn_fcn.rs,call,31,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnFcn.h::Up@38,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnFcn.h,Up,38,src/mn_fcn.rs,up,48,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnFunctionCross.h;src/MnFunctionCross.cxx::<no_symbol_extracted>@na,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnFunctionCross.h;src/MnFunctionCross.cxx,<no_symbol_extracted>,,src/minos/function_cross.rs,,,needs-review,unresolved,false,,,,false,unable to extract symbols with heuristic parser
inc/Minuit2/MnGlobalCorrelationCoeff.h::IsValid@28,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnGlobalCorrelationCoeff.h,IsValid,28,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MnGlobalCorrelationCoeff.h::MnGlobalCorrelationCoeff@24,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnGlobalCorrelationCoeff.h,MnGlobalCorrelationCoeff,24,,,,intentionally-skipped,waived,true,intentional,constructor/destructor/operator handled idiomatically in Rust,auto-intentional,false,constructor/destructor/operator handled idiomatically in Rust
inc/Minuit2/MnHesse.h::Ncycles@60,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnHesse.h,Ncycles,60,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MnHesse.h::operator()@46,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnHesse.h,operator(),46,src/hesse/mod.rs,new,27,intentionally-skipped,waived,true,intentional,constructor/destructor/operator handled idiomatically in Rust,auto-intentional,false,constructor/destructor/operator handled idiomatically in Rust
inc/Minuit2/MnHesse.h::operator()@56,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnHesse.h,operator(),56,src/hesse/mod.rs,new,27,intentionally-skipped,waived,true,intentional,constructor/destructor/operator handled idiomatically in Rust,auto-intentional,false,constructor/destructor/operator handled idiomatically in Rust
inc/Minuit2/MnHesse.h::TolerG2@62,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnHesse.h,TolerG2,62,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MnHesse.h::Tolerstp@61,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnHesse.h,Tolerstp,61,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MnLineSearch.h::BrentSearch@32,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnLineSearch.h,BrentSearch,32,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MnLineSearch.h::CubicSearch@29,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnLineSearch.h,CubicSearch,29,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
src/MnLineSearch.cxx::DoEval@251,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,src/MnLineSearch.cxx,DoEval,251,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MnLineSearch.h::operator()@25,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnLineSearch.h,operator(),25,,,,intentionally-skipped,waived,true,intentional,constructor/destructor/operator handled idiomatically in Rust,auto-intentional,false,constructor/destructor/operator handled idiomatically in Rust
inc/Minuit2/MnMachinePrecision.h::ComputePrecision@37,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnMachinePrecision.h,ComputePrecision,37,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MnMachinePrecision.h::Eps@23,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnMachinePrecision.h,Eps,23,src/precision.rs,eps,22,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnMachinePrecision.h::Eps2@26,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnMachinePrecision.h,Eps2,26,src/precision.rs,eps2,27,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnMachinePrecision.h::MnMachinePrecision@20,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnMachinePrecision.h,MnMachinePrecision,20,src/precision.rs,new,13,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnMachinePrecision.h::SetPrecision@29,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnMachinePrecision.h,SetPrecision,29,src/precision.rs,set_precision,32,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnMigrad.h::MnMigrad@33,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnMigrad.h,MnMigrad,33,src/migrad/mod.rs,new,28,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnMinimize.h::<no_symbol_extracted>@na,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnMinimize.h,<no_symbol_extracted>,,src/minimize/mod.rs,,,needs-review,unresolved,false,,,,false,unable to extract symbols with heuristic parser
inc/Minuit2/MnMinos.h::FindCrossValue@52,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnMinos.h,FindCrossValue,52,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MnMinos.h::Loval@43,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnMinos.h,Loval,43,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MnMinos.h::Lower@40,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnMinos.h,Lower,40,src/minos/mod.rs,lower,74,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnMinos.h::Minos@48,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnMinos.h,Minos,48,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MnMinos.h::MnMinos@29,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnMinos.h,MnMinos,29,src/minos/mod.rs,new,29,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnMinos.h::Upper@41,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnMinos.h,Upper,41,src/minos/mod.rs,upper,79,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnMinos.h::Upval@44,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnMinos.h,Upval,44,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MnParabola.h::A@50,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnParabola.h,A,50,src/parabola.rs,a,50,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnParabola.h::B@54,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnParabola.h,B,54,src/parabola.rs,b,55,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnParabola.h::C@58,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnParabola.h,C,58,src/parabola.rs,c,60,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnParabola.h::Min@42,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnParabola.h,Min,42,src/parabola.rs,min,34,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnParabola.h::X_neg@38,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnParabola.h,X_neg,38,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MnParabola.h::X_pos@32,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnParabola.h,X_pos,32,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MnParabola.h::Y@26,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnParabola.h,Y,26,src/parabola.rs,y,45,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnParabola.h::YMin@46,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnParabola.h,YMin,46,src/parabola.rs,y_min,39,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnParabolaFactory.h::operator()@18,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnParabolaFactory.h,operator(),18,src/parabola.rs,new,15,intentionally-skipped,waived,true,intentional,constructor/destructor/operator handled idiomatically in Rust,auto-intentional,false,constructor/destructor/operator handled idiomatically in Rust
inc/Minuit2/MnParabolaPoint.h::X@24,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnParabolaPoint.h,X,24,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MnParabolaPoint.h::Y@28,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnParabolaPoint.h,Y,28,src/parabola.rs,y,45,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnParameterScan.h::Fval@35,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnParameterScan.h,Fval,35,src/scan/mod.rs,fval,150,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnParameterScan.h::MnParameterScan@26,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnParameterScan.h,MnParameterScan,26,src/scan/mod.rs,new,20,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnParameterScan.h::MnParameterScan@28,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnParameterScan.h,MnParameterScan,28,src/scan/mod.rs,new,20,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnPosDef.h::operator()@20,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnPosDef.h,operator(),20,,,,intentionally-skipped,waived,true,intentional,constructor/destructor/operator handled idiomatically in Rust,auto-intentional,false,constructor/destructor/operator handled idiomatically in Rust
inc/Minuit2/MnPrint.h::AddFilter@95,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnPrint.h,AddFilter,95,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
src/MnPrint.cxx::back@60,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,src/MnPrint.cxx,back,60,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
src/MnPrint.cxx::begin@58,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,src/MnPrint.cxx,begin,58,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h::ClearFilter@96,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnPrint.h,ClearFilter,96,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h::Debug@123,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnPrint.h,Debug,123,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
src/MnPrint.cxx::end@59,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,src/MnPrint.cxx,end,59,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h::Error@105,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnPrint.h,Error,105,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h::GlobalLevel@90,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnPrint.h,GlobalLevel,90,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h::HandleLambda@166,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnPrint.h,HandleLambda,166,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h::Hidden@153,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnPrint.h,Hidden,153,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h::Impl@156,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnPrint.h,Impl,156,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h::Info@117,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnPrint.h,Info,117,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h::Level@102,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnPrint.h,Level,102,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h::Log@137,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnPrint.h,Log,137,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
src/MnPrint.cxx::Pop@52,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,src/MnPrint.cxx,Pop,52,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
src/MnPrint.cxx::Push@39,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,src/MnPrint.cxx,Push,39,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h::SetGlobalLevel@87,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnPrint.h,SetGlobalLevel,87,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h::SetLevel@99,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnPrint.h,SetLevel,99,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h::ShowPrefixStack@93,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnPrint.h,ShowPrefixStack,93,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h::StreamArgs@171,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnPrint.h,StreamArgs,171,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h::StreamArgs@175,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnPrint.h,StreamArgs,175,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h::StreamArgs@182,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnPrint.h,StreamArgs,182,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h::StreamPrefix@150,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnPrint.h,StreamPrefix,150,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h::Trace@129,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnPrint.h,Trace,129,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h::Warn@111,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnPrint.h,Warn,111,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
src/MnPrintImpl.cxx::Impl@13,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,src/MnPrintImpl.cxx,Impl,13,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnScan.h;src/MnScan.cxx::<no_symbol_extracted>@na,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnScan.h;src/MnScan.cxx,<no_symbol_extracted>,,src/scan/mod.rs,,,needs-review,unresolved,false,,,,false,unable to extract symbols with heuristic parser
inc/Minuit2/MnSeedGenerator.h::CallWithAnalyticalGradientCalculator@24,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnSeedGenerator.h,CallWithAnalyticalGradientCalculator,24,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MnSeedGenerator.h::operator()@20,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnSeedGenerator.h,operator(),20,,,,intentionally-skipped,waived,true,intentional,constructor/destructor/operator handled idiomatically in Rust,auto-intentional,false,constructor/destructor/operator handled idiomatically in Rust
inc/Minuit2/MnSimplex.h::<no_symbol_extracted>@na,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnSimplex.h,<no_symbol_extracted>,,src/simplex/mod.rs,,,needs-review,unresolved,false,,,,false,unable to extract symbols with heuristic parser
inc/Minuit2/MnStrategy.h::GradientNCycles@27,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,GradientNCycles,27,src/strategy.rs,grad_ncycles,77,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnStrategy.h::GradientStepTolerance@28,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,GradientStepTolerance,28,src/strategy.rs,grad_step_tol,86,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
