legacy_id,upstream_repo,upstream_subdir,upstream_ref,upstream_commit,upstream_file,upstream_symbol,upstream_line,rust_file,rust_symbol,rust_line,raw_status,effective_status,waived,waiver_type,waiver_reason,waiver_source,ambiguous_implemented,rationale
inc/Minuit2/MinimumBuilder.h::StorageLevel@33,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumBuilder.h,StorageLevel,33,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MinimumBuilder.h::TraceIter@36,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumBuilder.h,TraceIter,36,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MinimumBuilder.h::TraceIteration@45,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumBuilder.h,TraceIteration,45,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MinimumError.h::Dcovar@72,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumError.h,Dcovar,72,src/minimum/error.rs,dcovar,71,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinimumError.h::GetStatus@73,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumError.h,GetStatus,73,src/minimum/error.rs,status,76,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinimumError.h::HasReachedCallLimit@83,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumError.h,HasReachedCallLimit,83,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MinimumError.h::HesseFailed@81,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumError.h,HesseFailed,81,src/minimum/error.rs,hesse_failed,97,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinimumError.h::Hessian@47,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumError.h,Hessian,47,src/minimum/error.rs,hessian,123,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinimumError.h::InvertFailed@82,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumError.h,InvertFailed,82,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MinimumError.h::InvertMatrix@67,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumError.h,InvertMatrix,67,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MinimumError.h::InvertMatrix@54,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumError.h,InvertMatrix,54,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MinimumError.h::IsAccurate@76,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumError.h,IsAccurate,76,src/minimum/error.rs,is_accurate,88,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinimumError.h::IsAvailable@84,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumError.h,IsAvailable,84,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MinimumError.h::IsMadePosDef@79,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumError.h,IsMadePosDef,79,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MinimumError.h::IsNotPosDef@80,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumError.h,IsNotPosDef,80,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MinimumError.h::IsPosDef@78,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumError.h,IsPosDef,78,src/minimum/error.rs,is_pos_def,92,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinimumError.h::IsValid@75,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumError.h,IsValid,75,src/minimum/error.rs,is_valid,84,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinimumError.h::Matrix@42,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumError.h,Matrix,42,src/minimum/error.rs,matrix,67,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinimumError.h::print@59,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumError.h,print,59,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MinimumError.h::tmp@56,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumError.h,tmp,56,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MinimumErrorUpdator.h::Update@23,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumErrorUpdator.h,Update,23,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MinimumParameters.h::Fval@51,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumParameters.h,Fval,51,src/minimum/parameters.rs,fval,54,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinimumParameters.h::HasStepSize@53,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumParameters.h,HasStepSize,53,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MinimumParameters.h::IsValid@52,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumParameters.h,IsValid,52,src/minimum/parameters.rs,is_valid,58,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinimumSeed.h::Edm@32,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumSeed.h,Edm,32,src/minimum/seed.rs,edm,50,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinimumSeed.h::Fval@31,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumSeed.h,Fval,31,src/minimum/seed.rs,fval,46,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinimumSeed.h::IsValid@34,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumSeed.h,IsValid,34,src/minimum/seed.rs,is_valid,62,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinimumSeed.h::NFcn@33,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumSeed.h,NFcn,33,src/minimum/seed.rs,nfcn,54,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinimumSeedGenerator.h::operator()@23,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumSeedGenerator.h,operator(),23,,,,intentionally-skipped,waived,true,intentional,constructor/destructor/operator handled idiomatically in Rust,auto-intentional,false,constructor/destructor/operator handled idiomatically in Rust
inc/Minuit2/MinimumState.h::Edm@58,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumState.h,Edm,58,src/minimum/state.rs,edm,72,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinimumState.h::Fval@57,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumState.h,Fval,57,src/minimum/state.rs,fval,68,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinimumState.h::HasCovariance@72,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumState.h,HasCovariance,72,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MinimumState.h::HasParameters@71,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumState.h,HasParameters,71,src/minimum/state.rs,parameters,54,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MinimumState.h::IsValid@61,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumState.h,IsValid,61,src/minimum/state.rs,is_valid,80,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinimumState.h::NFcn@59,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumState.h,NFcn,59,src/minimum/state.rs,nfcn,76,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinimumState.h::size@53,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinimumState.h,size,53,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MinosError.h::AtLowerLimit@83,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinosError.h,AtLowerLimit,83,src/minos/minos_error.rs,at_lower_limit,82,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinosError.h::AtLowerMaxFcn@85,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinosError.h,AtLowerMaxFcn,85,src/minos/minos_error.rs,at_lower_max_fcn,91,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinosError.h::AtUpperLimit@84,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinosError.h,AtUpperLimit,84,src/minos/minos_error.rs,at_upper_limit,87,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinosError.h::AtUpperMaxFcn@86,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinosError.h,AtUpperMaxFcn,86,src/minos/minos_error.rs,at_upper_max_fcn,95,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinosError.h::IsValid@80,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinosError.h,IsValid,80,src/minos/minos_error.rs,is_valid,69,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinosError.h::Lower@46,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinosError.h,Lower,46,src/minos/minos_error.rs,lower,60,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinosError.h::LowerNewMin@87,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinosError.h,LowerNewMin,87,src/minos/minos_error.rs,lower_new_min,99,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinosError.h::LowerValid@81,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinosError.h,LowerValid,81,src/minos/minos_error.rs,lower_valid,73,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinosError.h::Min@91,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinosError.h,Min,91,src/minos/minos_error.rs,min,112,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinosError.h::NFcn@89,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinosError.h,NFcn,89,src/minos/minos_error.rs,nfcn,107,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinosError.h::Parameter@77,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinosError.h,Parameter,77,src/minos/minos_error.rs,parameter,56,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinosError.h::Upper@62,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinosError.h,Upper,62,src/minos/minos_error.rs,upper,64,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinosError.h::UpperNewMin@88,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinosError.h,UpperNewMin,88,src/minos/minos_error.rs,upper_new_min,103,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinosError.h::UpperValid@82,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinosError.h,UpperValid,82,src/minos/minos_error.rs,upper_valid,77,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinuitParameter.h::Error@89,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinuitParameter.h,Error,89,src/parameter.rs,error,135,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinuitParameter.h::Fix@139,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinuitParameter.h,Fix,139,src/parameter.rs,fix,194,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinuitParameter.h::HasLimits@146,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinuitParameter.h,HasLimits,146,src/parameter.rs,has_limits,180,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinuitParameter.h::HasLowerLimit@147,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinuitParameter.h,HasLowerLimit,147,src/parameter.rs,has_lower_limit,172,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MinuitParameter.h::HasUpperLimit@148,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinuitParameter.h,HasUpperLimit,148,src/parameter.rs,has_upper_limit,176,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MinuitParameter.h::IsConst@143,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinuitParameter.h,IsConst,143,src/parameter.rs,is_const,208,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinuitParameter.h::IsFixed@144,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinuitParameter.h,IsFixed,144,src/parameter.rs,is_fixed,204,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinuitParameter.h::LowerLimit@149,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinuitParameter.h,LowerLimit,149,src/parameter.rs,lower_limit,184,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinuitParameter.h::Number@82,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinuitParameter.h,Number,82,src/parameter.rs,number,119,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinuitParameter.h::Release@140,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinuitParameter.h,Release,140,src/parameter.rs,release,198,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinuitParameter.h::RemoveLimits@131,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinuitParameter.h,RemoveLimits,131,src/parameter.rs,remove_limits,167,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinuitParameter.h::SetError@101,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinuitParameter.h,SetError,101,src/parameter.rs,set_error,143,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinuitParameter.h::SetLimits@102,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinuitParameter.h,SetLimits,102,src/parameter.rs,set_limits,149,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinuitParameter.h::SetLowerLimit@123,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinuitParameter.h,SetLowerLimit,123,src/parameter.rs,set_lower_limit,157,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinuitParameter.h::SetName@92,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinuitParameter.h,SetName,92,src/parameter.rs,set_name,127,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinuitParameter.h::SetUpperLimit@115,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinuitParameter.h,SetUpperLimit,115,src/parameter.rs,set_upper_limit,162,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinuitParameter.h::SetValue@94,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinuitParameter.h,SetValue,94,src/parameter.rs,set_value,139,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinuitParameter.h::UpperLimit@150,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinuitParameter.h,UpperLimit,150,src/parameter.rs,upper_limit,188,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MinuitParameter.h::Value@88,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MinuitParameter.h,Value,88,src/parameter.rs,value,131,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnApplication.h::Add@73,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnApplication.h,Add,73,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnApplication.h::Add@69,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnApplication.h,Add,69,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnApplication.h::Add@71,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnApplication.h,Add,71,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnApplication.h::Error@84,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnApplication.h,Error,84,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnApplication.h::Errors@63,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnApplication.h,Errors,63,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnApplication.h::Ext2int@105,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnApplication.h,Ext2int,105,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnApplication.h::ExtOfInt@107,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnApplication.h,ExtOfInt,107,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnApplication.h::Fix@76,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnApplication.h,Fix,76,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnApplication.h::Index@99,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnApplication.h,Index,99,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnApplication.h::Int2ext@104,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnApplication.h,Int2ext,104,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnApplication.h::IntOfExt@106,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnApplication.h,IntOfExt,106,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnApplication.h::MnApplication@31,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnApplication.h,MnApplication,31,,,,intentionally-skipped,waived,true,intentional,constructor/destructor/operator handled idiomatically in Rust,auto-intentional,false,constructor/destructor/operator handled idiomatically in Rust
inc/Minuit2/MnApplication.h::NumOfCalls@47,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnApplication.h,NumOfCalls,47,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnApplication.h::operator()@36,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnApplication.h,operator(),36,,,,intentionally-skipped,waived,true,intentional,constructor/destructor/operator handled idiomatically in Rust,auto-intentional,false,constructor/destructor/operator handled idiomatically in Rust
inc/Minuit2/MnApplication.h::Params@62,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnApplication.h,Params,62,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnApplication.h::Release@77,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnApplication.h,Release,77,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnApplication.h::RemoveLimits@81,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnApplication.h,RemoveLimits,81,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnApplication.h::SetError@79,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnApplication.h,SetError,79,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnApplication.h::SetLimits@80,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnApplication.h,SetLimits,80,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnApplication.h::SetPrecision@93,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnApplication.h,SetPrecision,93,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnApplication.h::SetValue@78,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnApplication.h,SetValue,78,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnApplication.h::Value@83,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnApplication.h,Value,83,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnApplication.h::VariableParameters@108,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnApplication.h,VariableParameters,108,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
